bicycle.theft,x,y,xi,yi
2.0,0.4705882352941176,0.6666666666666666,8,14
2.0,0.4705882352941176,0.7142857142857143,8,15
3.0,0.4705882352941176,0.7619047619047619,8,16
8.0,0.4705882352941176,0.8095238095238095,8,17
1.0,0.4705882352941176,0.8571428571428571,8,18
1.0,0.5294117647058824,0.09523809523809523,9,2
0.0,0.5294117647058824,0.14285714285714285,9,3
2.0,0.5294117647058824,0.19047619047619047,9,4
2.0,0.5294117647058824,0.2380952380952381,9,5
0.0,0.5294117647058824,0.2857142857142857,9,6
3.0,0.5294117647058824,0.3333333333333333,9,7
7.0,0.5294117647058824,0.3809523809523809,9,8
0.0,0.5294117647058824,0.42857142857142855,9,9
0.0,0.5294117647058824,0.4761904761904762,9,10
4.0,0.5294117647058824,0.5238095238095238,9,11
0.0,0.5294117647058824,0.5714285714285714,9,12
1.0,0.5294117647058824,0.6190476190476191,9,13
8.0,0.5294117647058824,0.8095238095238095,9,17
0.0,0.5882352941176471,0.0,10,0
0.0,0.5882352941176471,0.047619047619047616,10,1
1.0,0.5882352941176471,0.09523809523809523,10,2
0.0,0.5882352941176471,0.14285714285714285,10,3
3.0,0.5882352941176471,0.19047619047619047,10,4
0.0,0.5882352941176471,0.2380952380952381,10,5
1.0,0.5882352941176471,0.2857142857142857,10,6
5.0,0.5882352941176471,0.3333333333333333,10,7
4.0,0.5882352941176471,0.3809523809523809,10,8
4.0,0.5882352941176471,0.42857142857142855,10,9
5.0,0.5882352941176471,0.4761904761904762,10,10
4.0,0.5882352941176471,0.5238095238095238,10,11
1.0,0.5882352941176471,0.5714285714285714,10,12
10.0,0.5882352941176471,0.6190476190476191,10,13
0.0,0.6470588235294118,0.0,11,0
0.0,0.6470588235294118,0.047619047619047616,11,1
2.0,0.6470588235294118,0.09523809523809523,11,2
1.0,0.6470588235294118,0.14285714285714285,11,3
0.0,0.6470588235294118,0.19047619047619047,11,4
1.0,0.6470588235294118,0.2380952380952381,11,5
0.0,0.6470588235294118,0.2857142857142857,11,6
1.0,0.6470588235294118,0.3333333333333333,11,7
0.0,0.6470588235294118,0.3809523809523809,11,8
1.0,0.6470588235294118,0.42857142857142855,11,9
0.0,0.6470588235294118,0.4761904761904762,11,10
2.0,0.6470588235294118,0.5238095238095238,11,11
8.0,0.6470588235294118,0.5714285714285714,11,12
1.0,0.6470588235294118,0.6190476190476191,11,13
2.0,0.6470588235294118,0.6666666666666666,11,14
0.0,0.7058823529411765,0.0,12,0
2.0,0.7058823529411765,0.047619047619047616,12,1
6.0,0.7058823529411765,0.09523809523809523,12,2
0.0,0.7058823529411765,0.14285714285714285,12,3
0.0,0.7058823529411765,0.19047619047619047,12,4
1.0,0.7058823529411765,0.2380952380952381,12,5
1.0,0.7058823529411765,0.2857142857142857,12,6
1.0,0.7058823529411765,0.3333333333333333,12,7
2.0,0.7058823529411765,0.3809523809523809,12,8
2.0,0.7058823529411765,0.42857142857142855,12,9
2.0,0.7058823529411765,0.4761904761904762,12,10
2.0,0.7058823529411765,0.5238095238095238,12,11
1.0,0.7058823529411765,0.5714285714285714,12,12
1.0,0.7058823529411765,0.6190476190476191,12,13
2.0,0.7058823529411765,0.6666666666666666,12,14
2.0,0.7647058823529411,0.047619047619047616,13,1
0.0,0.7647058823529411,0.09523809523809523,13,2
3.0,0.7647058823529411,0.14285714285714285,13,3
0.0,0.7647058823529411,0.19047619047619047,13,4
2.0,0.7647058823529411,0.2380952380952381,13,5
0.0,0.7647058823529411,0.2857142857142857,13,6
1.0,0.7647058823529411,0.3333333333333333,13,7
2.0,0.7647058823529411,0.3809523809523809,13,8
2.0,0.7647058823529411,0.42857142857142855,13,9
1.0,0.7647058823529411,0.4761904761904762,13,10
2.0,0.7647058823529411,0.5238095238095238,13,11
2.0,0.7647058823529411,0.5714285714285714,13,12
1.0,0.7647058823529411,0.6190476190476191,13,13
1.0,0.7647058823529411,0.6666666666666666,13,14
0.0,0.8235294117647058,0.047619047619047616,14,1
0.0,0.8235294117647058,0.09523809523809523,14,2
0.0,0.8235294117647058,0.14285714285714285,14,3
0.0,0.8235294117647058,0.19047619047619047,14,4
0.0,0.8235294117647058,0.2380952380952381,14,5
0.0,0.8235294117647058,0.2857142857142857,14,6
0.0,0.8235294117647058,0.3333333333333333,14,7
0.0,0.8235294117647058,0.3809523809523809,14,8
1.0,0.8235294117647058,0.42857142857142855,14,9
2.0,0.8235294117647058,0.4761904761904762,14,10
0.0,0.8823529411764706,0.14285714285714285,15,3
0.0,0.8823529411764706,0.19047619047619047,15,4
0.0,0.8823529411764706,0.2380952380952381,15,5
0.0,0.8823529411764706,0.2857142857142857,15,6
1.0,0.8823529411764706,0.3333333333333333,15,7
0.0,0.8823529411764706,0.3809523809523809,15,8
1.0,0.8823529411764706,0.4761904761904762,15,10
0.0,0.9411764705882352,0.19047619047619047,16,4
0.0,0.9411764705882352,0.2380952380952381,16,5
0.0,0.9411764705882352,0.2857142857142857,16,6
1.0,1.0,0.19047619047619047,18,4
